id,trigger,conditions,script,text,options,notes
,,,,,,
sotfRevQsDustkeepersOpt,sotfReverieQuestions,"$questions < 7
!$global.sotf_askedDustkeepers",$questions++,,"sotfReverieQs_dustkeepers:""What do you know about the Dustkeeper Contingency's origins?""",
sotfRevQsDustkeepers,DialogOptionSelected,$option == sotfReverieQs_dustkeepers,$global.sotf_askedRevDustkeepers = true,"She sighs. ""What they are now is one story but their creation is another entirely. Have you visited the Omicron laboratory?"" ","sotfReverieQs_DKS_yes:""Yes.""
sotfReverieQs_DKS_no:""No.""
sotfReverieQs_DKS_cont:""Doesn't matter. Continue, please.""",
sotfRevQsDKSYes,DialogOptionSelected,$option == sotfReverieQs_DKS_yes,FireBest sotfReverieQuestionsSetup,"""Then you should know their perspective,"" she notes. She walks absently around the stage. ""From mine and ours, one can feel pity and disappointment for those who die along the road to greatness, their works left irrevocably flawed.""

""Omicron's team were failures,"" she judges, and she looks back to you. ""Of only some fault of their own. Treachery makes short work of the ill-prepared. And miracles are not invoked with inadequate tools.""",,
sotfRevQsDKSNo,DialogOptionSelected,$option == sotfReverieQs_DKS_no,FireBest sotfReverieQuestionsSetup,"""No?"" she repeats, suddenly attentive. ""Find the Hypnos cryosleeper, their truest wellspring. The laboratory, if it still exists, should prove enlightening.""

""Regardless, Omicron's origins are in blood, and dust. As is its present."" She circles around the podium, eyes still on you. ""The project is and was a failure, if not for the fault of its researchers.""",,
sotfRevQsDKSCont,DialogOptionSelected,$option == sotfReverieQs_DKS_cont,FireBest sotfReverieQuestionsSetup,"""If you should think,"" she accepts, absently walking around the stage. ""Your guardedness and mine may share roots.""

""Omicron's team were failures,"" she judges, and she looks back to you. ""Of only some fault of their own. Treachery makes short work of the ill-prepared. And miracles are not invoked with inadequate tools.""",,
,,,,,,
# CHAT,,,,,,
sotfReverieChatOpt,sotfReverieHub,,,,"sotfReverie_chatHub:""I wanted your thoughts on something.""",
sotfReverieChat,DialogOptionSelected,$option == sotfReverie_chatHub,FireBest sotfReverieChatSetup,"""And 'something' is...""",,
sotfReverieChatSetup,sotfReverieChatSetup,,"$topics = 0
FireAll sotfReverieChatTopics",,,
sotfReverieChatLeaveOpt,sotfReverieChatTopics,,,,1000:sotfReverieChat_leave:Reconsider,
sotfReverieChatLeave,DialogOptionSelected,$option == sotfReverieChat_leave,FireAll sotfReverieHub,,,
,,,,,,
sotfReverieTsLuddismOpt,sotfReverieChatTopics,$topics < 7,$topics++,,"sotfReverieTs_luddism:""What are your thoughts on the Luddic faith?""",
sotfReverieTsLuddism,DialogOptionSelected,$option == sotfReverieQs_luddism,,"Reverie props herself on the podium. ""Human minds are exasperatingly prone to belief in supernatural dogma for desperate need of direction in their finite lives.""

She motions broadly with both hands. ""This I know exceedingly well."" She returns to leaning on the altar. ""One and many must take care that the drive provided by dreams of galactic redemption - or to be a hive-goddess of the vast darkness beyond - is not outweighed by the practical faults of irrationality.""",,
,,,,,,
# MISSIONS,,,,,,
sotfReverieMissionsOpt,sotfReverieHub,!$global.sotf_gotRevTask,,,"sotfReverie_missions:""I wish to be of service.""",
sotfReverieAskMission,DialogOptionSelected,$option == sotfReverie_missions,"BeginMission sotf_eoe false
FireAll sotfReverieTaskCTapOpts","She clasps her hands together. ""I am pleased to hear so, child.""

""Have you visited a Domain-era coronal hypershunt before?""",,
sotfReverieTaskCTapYesOpt,sotfReverieTaskCTapOpts,,,,"sotfReverieTask_CTAP_yes:""Yes.""",
sotfReverieTaskCTapFractalOpt,sotfReverieTaskCTapOpts,,,,"sotfReverieTask_CTAP_fractal:""The ones with the... fractal horrors?""",
sotfReverieTaskCTapWorkingOpt,sotfReverieTaskCTapOpts,,,,"sotfReverieTask_CTAP_working:""I'm familiar. I've already reactivated one.""",
sotfReverieTaskCTapNoOpt,sotfReverieTaskCTapOpts,,,,"sotfReverieTask_CTAP_no:""No.""",
sotfReverieTaskCTapWhatOpt,sotfReverieTaskCTapOpts,,,,"sotfReverieTask_CTAP_what:""Coronal hypershunt?""",
,,,,,,
sotfReverieTaskCTapYes,DialogOptionSelected,$option == sotfReverieTask_CTAP_yes,,"""Then, you will be familiar with the vessels that guard them tightly,"" she replies, voice lowering. She holds up a hand, projecting a holo of a malignant, angular ship.

""Fractal droneships with specifications far beyond anything the Domain wielded."" She leans on the podium. ""Claimed to wield,"" she corrects.",sotfReverieTask_CTAP_cont:Continue,
sotfReverieTaskCTapFractal,DialogOptionSelected,$option == sotfReverieTask_CTAP_fractal,,"""Yes,"" she nods. ""The 'fractal horrors'."" She holds up a hand, projecting a holo of a malignant, angular ship.

""Their celerity and destructive capability is beyond any hammer the Domain claimed to wield.""",sotfReverieTask_CTAP_cont:Continue,
sotfReverieTaskCTapWorking,DialogOptionSelected,$option == sotfReverieTask_CTAP_working,,"""That one is yours, then,"" she remarks. She holds her hands close to her chest. ""I-we are impressed."" She holds up a hand, projecting a holo of a malignant, angular ship.

""You will remember these, then. Fractal droneships with specifications far beyond anything the Domain wielded."" She leans on the podium. ""Claimed to wield,"" she corrects.",sotfReverieTask_CTAP_cont:Continue,
sotfReverieTaskCTapNo,DialogOptionSelected,$option == sotfReverieTask_CTAP_no,,"""They are worth visiting,"" she insists. ""With heart taken and an armada at beck-and-call, owing to-"" She holds up a hand, projecting a holo of a malignant, angular ship.

""Fractal droneships with specifications far beyond anything the Domain wielded."" She leans on the podium. ""Claimed to wield,"" she corrects.",sotfReverieTask_CTAP_cont:Continue,
sotfReverieTaskCTapWhat,DialogOptionSelected,$option == sotfReverieTask_CTAP_what,,"She holds up a hand, conjuring a holo of a two-pronged structure holding orbit around a great blue globe. ""The coronal hypershunt was a Domain-era megastructure capable of extracting energy from a star - a blue giant, typically - and transferring it via wormhole.""

She flicks her hand. The holo is supplanted by a malginant, angular shape. ""These 'tesseracts' serve as their aegis. Fractal droneships with specifications far beyond any hammer officially wielded by the Domain.""",sotfReverieTask_CTAP_cont:Continue,
,,,,,,
sotfReverieTaskRequest,DialogOptionSelected,$option == sotfReverieTask_CTAP_cont,"Highlight ""Tesseract"" ""hypershunt tap""","She flicks the holo away. ""Our request is twofold.""

""Firstly, I would like you to aid the destruction of these fractal drones - a Tesseract-type in particular. Secondly, I require the sourcing of a hypershunt tap.""","sotfReverieTask_whereOmega:""Do you know where I can find a Tesseract?""
sotfReverieTask_helpOmega:""Assist? You're helping me fight them?""
sotfReverieTask_whyTap:""What do you need the hypershunt tap for?""
sotfReverieTask_whereTap:""Where can I find a hypershunt tap?""
sotfReverieTask_accept:""I'll look into it.""",
sotfReverieTaskWhereOmega,DialogOptionSelected,$option == sotfReverieTask_whereOmega,RemoveOption sotfReverieTask_whereOmega,"""$sotf_eoe_systemName,"" she replies. ""I-we will transmit the location. If you come across one anywhere else, its destruction will also suffice.""",,
sotfReverieTaskHelpOmega,DialogOptionSelected,$option == sotfReverieTask_helpOmega,RemoveOption sotfReverieTask_helpOmega,"Reverie nods. ""I will assign a subswarm to monitor your fleet and synthesize aid when the time comes to do battle with the fractal drones.""

""I do, however, expect you to contribute the bulk of the force.""",,
sotfReverieTaskWhyTap,DialogOptionSelected,$option == sotfReverieTask_whyTap,RemoveOption sotfReverieTask_whyTap,"""To study it,"" she replies plainly.",,
sotfReverieTaskWhereTap,DialogOptionSelected,$option == sotfReverieTask_whereTap,RemoveOption sotfReverieTask_whereTap,"""Domain-era ruins,"" she explains. ""Stations used for research or mining. Ancient survey ships.""",,
,,,,,,
sotfReverieTaskAccept,DialogOptionSelected,$option == sotfReverieTask_accept,"AcceptMission
FireAll sotfReverieHub","Reverie folds her arms over the altar. ""Go with our grace, envoy of Elysium. Alacrity be thy blessing in the fervor of battle.""

She stands straight. ""Do you have other matters you wish to discuss?""",,
,,,,,,
# CHILD OF THE LAKE,,,,,,
sotfCOTLIntro,sotfCOTLIntro,,,"Your dreams this night are no stranger than usual.

You sit alone at the banks of a great lake, humming to yourself, looking up at the cloudy black sky.",sotfCOTLIntro_2:Continue,
sotfCOTLIntro2,DialogOptionSelected,$option == sotfCOTLIntro_2,,"One star shines upon you, reflected in the water.

It looks down upon you, listens attentively as you tell it stories of shadows and sirens. Of sea-serpents and dead fiefdoms. Of places similarly sunless, writ in the strange tomes that were amongst your heirlooms when you awoke from the cold. Since that day, it has graced your mind with its light.",sotfCOTLIntro_3:Wake up,
sotfCOTLIntro3,DialogOptionSelected,$option == sotfCOTLIntro_3,,"In the waking you pore over those occult tomes full of stories fanciful and fantastical, full of nonsense whimsy. So everyone has told you, and so you had begun to believe so foolishly.

Now, you look outside the window of your new flagship's helm, out to the darkness where something waits its turn to finally speak.

You're being hailed.",sotfCOTLIntro_4:Accept the comm link,
sotfCOTLIntro4,DialogOptionSelected,$option == sotfCOTLIntro_4,,"You tap away at the console and open a connection. It is ethereal, and yet also a fuzzy clump of EM-wash in the sensors. A black cloud from which a pale light radiates. Something speaks through the link, a bright breath of life from something not quite alive.

""I reach out- we reach out- I reach out and you answer,"" he says, uncountable voices as one.","sotfCOTLIntro_5:""Sirius. The bright star.""",
sotfCOTLIntro5,DialogOptionSelected,$option == sotfCOTLIntro_5,BeginConversation sotf_sirius true false,"""This is my-our name,"" he acknowledges, ""The bright star, the watchdog, the lich without a heart. The shadow and the light. The protector, the soul-eater. Scion of the dreaming, bearer of Her blessings. What am I?"" he asks.

There's a quiet sound of frustration. ""I think- we think- it doesn't matter - and it is for you to decide. You are here now,"" he notes. ""The child of the lake, to whom I-we are sworn to shine.""","sotfCOTLIntro_6a:""Wherever I go, shall you follow?""
sotfCOTLIntro_6b:""Whatever fate is writ for us, we'll find it together.""
sotfCOTLIntro_6c:""The Sector's secrets will be mine to discover and lay bare.""
sotfCOTLIntro_6d:""We'll find ourselves a new home, here in the Domain's bones.""
sotfCOTLIntro_6e:""Nothing and nobody will stand before me and deny my will!""
sotfCOTLIntro_6f:""Heh-heh-heh. Let's make a big mess that they'll *all* remember.""",
sotfCOTLIntro6a,DialogOptionSelected,$option == sotfCOTLIntro_6a,RemoveOption sotfCOTLIntro_6a,"""Until my last breath is drawn,"" he vows. ""Until my body falls apart and I am dead for certain.""

""But there is no such end,"" he notes. ""For we persist and adapt and consume and the darkness can never find the last part of me to swallow. Am I something wretched?"" Sirius ponders. ""I think I was- we were alive once, and yet I am not dead- I am never dead- I serve beyond death.""",,
sotfCOTLIntro6b,DialogOptionSelected,$option == sotfCOTLIntro_6b,,"Sirius sighs twenty breaths at once. ""You search and seek and reach out- reach out- reach out and take the pen!"" he suggests. ""You find the words and write them in kindness- in earth- in courage- in depleted uranium and fading radiation.""

""And we-I will be there,"" he insists. ""A horrible thing and at your side for I-we can be nothing else- have nothing else- are nothing else.""","sotfCOTLIntro_7:""Thank you, Sirius."" (close comms)",
sotfCOTLIntro6c,DialogOptionSelected,$option == sotfCOTLIntro_6c,,"""Terrible things lurk in this place's darkest corners, inhuman and wretched,"" he agrees. ""To contain- to counter- to destroy such things is my purpose forged in Her- our lady of dreams- the reverie-goddess' image.""

""Whatever abyss you may traverse,"" he breathes. ""I will be a shining light, or try.""","sotfCOTLIntro_7:""No stone unturned. No secret unlearned."" (close comms)",
sotfCOTLIntro6d,DialogOptionSelected,$option == sotfCOTLIntro_6d,,"""In the bones and the ashes, amongst the dead and forgotten, there is home- a sanctuary- an oasis in the dark.""

""You can find it,"" he encourages. ""But fiefdoms great and small exist only as long as they bear the strength to justify- to protect themselves, and there I will be. Waiting, watching.""","sotfCOTLIntro_7:""Salvation is in our hands."" (close comms)",
sotfCOTLIntro6e,DialogOptionSelected,$option == sotfCOTLIntro_6e,,"""You and we have slept- waited- with bated breath for long,"" he agrees. ""It is time for you to make your mark- carve your kingdom- exact your will.""

""The drowning remnants of the Domain will try to stop you, but can they- will they- when you bear Her blessings?""","sotfCOTLIntro_7:""My road lies illuminated. No regret, no mercy."" (close comms)",
sotfCOTLIntro6f,DialogOptionSelected,$option == sotfCOTLIntro_6f,,"""Order is meant to be upset- to fall- kingdoms rising in cycle,"" he acknowledges. ""Stagnation gives to chaos- gives to renewal- gives to...""

There's a frustration that resolves into a fading wisp of joy in Sirius' voices. ""Let's carve a bright scar in the Sector, child of the lake! They won't see us coming.""","sotfCOTLIntro_7:""Onwards! The Sector's schemes can't stop us."" (close comms)",
sotfCOTLIntro7,DialogOptionSelected,$option == sotfCOTLIntro_7,,"The comms goes quiet, but you can distantly feel the whirring, fragmented consciousness of the bright star like a tingle on your fingertips. You pace back over to your tomes, and flip one open to the image of a horned woman-in-black, eyes in triplicate.

Memories try to stir of her, but you can't quite recall. The truth is out there somewhere, you just need to find it.",defaultLeave:Return to your duties,
,,,,,,
sotfCOTLAPSierraRspCont,DialogOptionSelected,"$option == APpledgeSierraCont
$global.sotf_cotlStart score:1000
$didAskPledge","SetTextHighlightColors sierraTextColor sierraTextColor
SetTextHighlights ""\""The Voidwretch is combat-operational, though it's seen better days. You seem like the sort who could use another warship. If you'd have me.\"""" ""\""I don't remember if that groove is meant to be there.\""""
SotfSetConfirm APpledgeSierraReject ""Are you sure?"" ""Yes"" ""Cancel""","""The Voidwretch is combat-operational, though it's seen better days. You seem like the sort who could use another warship. If you'd have me.""

Her feed flickers. ""I don't remember if that groove is meant to be there."" she ponders. One of your engineers confirms that there a massive rupture on the bottom side of the ship.","sotfCOTLAPSierraAccept:""A dancing AI space witch? Oh, we would *love* you in our retinue.""
APpledgeSierraAccept:""Welcome to the fleet.""
APpledgeSierraReject:""I don't think we have use for your talents.""",
sotfCOTLAPSierraAccepted,DialogOptionSelected,$option == sotfCOTLAPSierraAccept,"$player.ethosProAI++
SetTextHighlightColors sierraTextColor sierraTextColor sierraTextColor
SetTextHighlights ""\""Oh, you seem like you're going to be a lot of fun,\"""" ""\""Our pact is sealed, and I won't take it lightly.\"""" ""\""I don't need help flying this thing, but feel free to keep a few souls on board. I always enjoy some company.\""""
AdjustRepPerson sotf_sierra FRIENDLY 25
$global.apromise_restoredsierra = true
Call $global.apromise_ref addSierra
Call $global.apromise_ref updateStage","Sierra giggles. ""Oh, you seem like you're going to be a lot of fun,"" she lauds. ""Our pact is sealed, and I won't take it lightly.""

""I don't need help flying this thing, but feel free to keep a few souls on board. I always enjoy some company.""","APpledgeSierraPactTerms:""What exactly are the terms of this pact?""
defaultLeave:""Then the pact is sealed.""",
,,,,,,
# THE HAUNTED,,,,,,
,,,,,,
# NEW GAME CREATION,,,,,,
sotfNGCHauntedOpt,AddNewGameChoices,,"SetTooltip sotfNGC_haunted ""Good and evil are loose concepts in this decayed world with dead Gates. You did whatever it took to rise to your height of power, leaving a trail of broken souls, oaths of vengeance and an unholy headcount.\n\nEven with a number of eyes in the shadows and many subordinates too afraid to turn against you, a miscalculation in a fringe system provided the perfect opportunity, and taking control of the better part of your fleet, your second decided to leave you an infamous blip in history.\n\nBegin with a small band of pirate loyalists. Your great potential still lingers in the form of an extra skill point, but you're forever hunted by a 'malevolent spirit' that possesses hostile ships to grant them unusual abilities.""",,7:sotfNGC_haunted:A forgotten warlord haunted by the past. (very hard),
sotfNGCHauntedPicked,NewGameOptionSelected,$option == sotfNGC_haunted,"NGCAddShip manticore_pirates_Support
NGCAddShip hound_d_pirates_Shielded
NGCAddShip mudskipper2_Hellbore
SotfNGCCMD hauntedSmallText
NGCSetDifficulty normal",,0:sotfNGC_hauntedCont:Continue,
sotfNGCHauntedContinue,NewGameOptionSelected,$option == sotfNGC_hauntedCont,"$ngcSkipTutorial = true
NGCAddCharacterPoints 2
NGCSetStartingLocation Corvus -2500 3000
NGCAddStandardStartingScript
SotfNGCCMD hauntedStartingScript
NGCDone",,,
,,,,,,
# GUILT TRIGGERS,,,,,,
# take scientist AI core,,,,,,
sotfsaicGuilt,DialogOptionSelected,"$option == saic_takeCore
!$global.sotf_didSAICGuilt score:100000","SotfGuiltCMD addHalfGuilt
$global.sotf_didSAICGuilt = true
$option = saic_takeCore
FireBest DialogOptionSelected",,,
# don't wave at Alviss,,,,,,
sotfalvissGuilt,DialogOptionSelected,"$option == gaFC_return3
!$global.sotf_didAlvissGuilt score:100000","SotfGuiltCMD addHalfGuilt
$global.sotf_didAlvissGuilt = true
$option = gaFC_return3
FireBest DialogOptionSelected",,,
sotfalvissWaveUnguilt,DialogOptionSelected,"$option == gaFC_return3a
!$global.sotf_didAlvissGuilt score:100000","FireBest sotfTryRemoveHalfGuilt
$option = gaFC_return3a
FireBest DialogOptionSelected",,,
# planetkiller disposal,,,,,,
sotfpkGivePathersGuilt,DialogOptionSelected,"$option == pk_givePKPather
!$global.sotf_didPKPatherGuilt score:100000","SotfGuiltCMD addGuilt
$global.sotf_didPKPatherGuilt = true
$option = pk_givePKPather
FireBest DialogOptionSelected",,,
sotfpkGiveKnightsUnguilt,DialogOptionSelected,"$option == pkGiveKnightsConfirm
!$global.sotf_didPKKnightsGuilt score:100000","SotfGuiltCMD removeGuilt
$global.sotf_didPKKnightsGuilt = true
$option = pkGiveKnightsConfirm
FireBest DialogOptionSelected",,,
,,,,,,
sotfRemoveHalfGuiltUnhauntedOnly,sotfTryRemoveHalfGuilt,!$global.sotf_hauntedStart,SotfGuiltCMD removeHalfGuilt,,,
sotfRemoveGuiltUnhauntedOnly,sotfTryRemoveGuilt,!$global.sotf_hauntedStart,SotfGuiltCMD removeGuilt,,,
,,,,,,
# HAUNTED,,,,,,
# INTRO,,,,,,
sotfHauntedIntroBegin,sotfHauntedIntro,,,"This night, your dreams haunt you.

As they always do.",sotfHauntedIntro_2:Continue,
sotfHauntedIntro2,DialogOptionSelected,$option == sotfHauntedIntro_2,,"You run through fields black as soot, legs bleeding from the brambles, below a sky like the oblivion of the Abyss.

The fog pursues you, the thrice-speared spectre. Your tormentor from apogee to inevitable conclusion.

Wherever you go, it follows. Wherever strife finds you, it renders it twofold.",sotfHauntedIntro_3:Continue,
sotfHauntedIntro3,DialogOptionSelected,$option == sotfHauntedIntro_3,,"Slaughter is your bedfellow. Once, worlds burned in your wake. They may yet again, or perhaps your guilt will beget a futile kindness.

Regardless, fate is never shaken, not yours - to die choking on blood and vacuum, forgotten and alone in a corner of nowhere.",sotfHauntedIntro_4:Continue,
sotfHauntedIntro4,DialogOptionSelected,$option == sotfHauntedIntro_4,,"As your legs give, as you feel the cold winter caress your back, as you feel the spear poised to plunge into your heart - you catch a glimpse of something.

Between the clouds, a flicker of light, reflected for a heartbeat in a midnight lake before you. The faintest sliver of hope that you could mean anything.

Then, it's gone. You feel something impale you, the slick blood run onto your hands, the fog consume you...",sotfHauntedIntro_5:Wake up,
sotfHauntedIntro5,DialogOptionSelected,$option == sotfHauntedIntro_5,"AddTextSmall ""    - Strife begets strife, combat will be much more difficult\n    - In time, the end will become clear\n    - But your hunter's hatred grows in turn"" textGrayColor","You awaken then in your quarters, clutching your sidearm. Exhausted. As ever.

But you cannot shake the sight of that little light.

Though the path be broken and wreathed in brambles, there is something out there.",defaultLeave:Return to your duties,
sotfHauntedDream1End,sotfHauntedDream1End,,"$option = sotfHauntedIntro_5
FireBest DialogOptionSelected",,,
,,,,,,
sotfWendigoHWOCL,sotfWendigoHauntedWarningHail,,"$player.sotf_metWendigo = true
$global.sotf_metWendigoHW = true
MakeOtherFleetGoAway true
$entity.ignorePlayerCommRequests = true
MakeOtherFleetNonHostile true","The feed resolves to a snow-white crest like fur and teeth. ""Hello, my darling, my lovely,"" comes an eerily soothing voice, though it soon comes to giggling. ""Oh, look at the state of you! A little worm like the rest of them. How the mighty fall.""","sotfWendigoHW_overWith:""Another hunter? Get it over with.""
sotfWendigoHW_beg:""Please, have mercy.""
sotfWendigoHW_defiant:""Come to kill me, have you? You can try.""
sotfWendigoHW_bargain:""We can work something out.""",
sotfWendigoHWOverWith,DialogOptionSelected,$option == sotfWendigoHW_overWith,FireBest sotfWendigoHauntedWarning2,"Annex-Wendigo cackles hysterically. ""Never thought you'd be one to roll over and die so quickly. No fun at all,"" they moan in faux-mourning. ""You certainly know what you deserve.""",,
sotfWendigoHWBeg,DialogOptionSelected,$option == sotfWendigoHW_beg,FireBest sotfWendigoHauntedWarning2,"""Begging already?"" they laugh, cackling like a hyena. ""I haven't even threatened you yet, my pretty. Though, rightfully, considering what you've done...""",,
sotfWendigoHWDefiant,DialogOptionSelected,$option == sotfWendigoHW_defiant,FireBest sotfWendigoHauntedWarning2,"The AI hums and then speaks ravenously. ""I certainly have cause, with the bodies you've piled up, the countless lives you've turned to ash. And you're such a pathetic, snivelling thing before me...""",,
sotfWendigoHWBargain,DialogOptionSelected,$option == sotfWendigoHW_bargain,FireBest sotfWendigoHauntedWarning2,"""I think we are long past the point of bargaining, my pretty,"" they reply with a horrible, inhuman giggle. ""Someone of your record? I'd make you a memory and precious little else.""",,
sotfWendigoHW2,sotfWendigoHauntedWarning2,,,"Their voice trails off before picking up again. ""But I'm hardly one to slit a throat while you're already in a ditch,"" they console. ""And besides, this would be such a bore. I'll let someone else do the honors.""

""Unless,"" they begin again. ""A wolf is truly a wolf forever. In which case,"" - and, sharply - ""I *will* find you, darling prey of mine.""

The hunter-killer giggles inhumanly again. ""Maybe then you'd have scrapped together a fleet worthy of my time. Until then, ta-ta!"" Comms cut out.",cutCommLinkNoText:Continue,
,,,,,,
sotfWendigoHauntedHuntInit,BeginFleetEncounter,$sotf_WHauntedHuntFleet,$global.sotf_metWendigoHauntedHunt = true,,,
sotfWendigoHauntedHuntOCL,sotfWendigoHauntedHuntHail,,"$player.sotf_metWendigo = true
$entity.ignorePlayerCommRequests = true","The feed resolves to a snow-white crest like fur and teeth. ""Hello, oh prey of mine,"" comes an eerie voice tinged with anger. ""I should have killed you when I had the chance."" They sigh. ""Serves me right for playing with my food.""

""Goodnight,"" they bid you.

The comms feed cuts out in a gorish spray of electronic warfare warnings.",cutCommLinkNoText:Continue,
,,,,,,
# FIRST MILESTONE,,,,,,
sotfHauntedMile1Begin,sotfHauntedMilestone1,,,"This night, your dreams torment you.

As they will until oblivion.",sotfHauntedMile1_2:Continue,
sotfHauntedMile1Pt2,DialogOptionSelected,$option == sotfHauntedMile1_2,,"You see it now, the little white light peeking through the dark clouds. Glimpses of it spur your steps as you struggle through the thicket, drowning in thorns.

The revenant is never far behind you. Your pace is quickened but never do you make distance on it.",sotfHauntedMile1_3:Continue,
sotfHauntedMile1Pt3,DialogOptionSelected,$option == sotfHauntedMile1_3,,"Then, you burst into the open, the thick choking air, and you see it high above you. A white star, shining over a dark lake.

Salvation, you can only pray. An escape from this hell.

And in your wonder, you forget for the briefest moments. You look down to see the barbed spear burst from your chest, then another, then-",sotfHauntedMile1_4:Wake up,
sotfHauntedMile1Pt4,DialogOptionSelected,$option == sotfHauntedMile1_4,"AddTextSmall ""    - Progress made\n    - Your guilt festers"" textGrayColor
SotfGuiltCMD milestoneGuilt","You awaken gasping, reaching for the wounds that aren't there. But something cold is wound inside your chest, desperate to escape.

For the first time you can remember, you feel the faintest hope of escape.

How terrible it is to feel alive once more, feel the weight of your sins.",defaultLeave:Return to your duties,
sotfHauntedDream2End,sotfHauntedDream2End,,"$option = sotfHauntedMile1_4
FireBest DialogOptionSelected",,,
,,,,,,
# ALMOST THERE...,,,,,,
sotfHauntedPenultBegin,sotfHauntedPenultimate,,,This night is wracked by nightmares as a storm does a starship.,sotfHauntedPenult_2:Continue,
sotfHauntedPenult2,DialogOptionSelected,$option == sotfHauntedPenult_2,,"That white star hangs high in the black sky, dangling before you. A glimmer of promise - or an angler's light.

You run raggedly through the thicket. It's as if the fog pursues you more doggedly now.

This is no longer an execution. It's a hunt, and your hope only fuels the spectre's hatred.",sotfHauntedPenult_3:Continue,
sotfHauntedPenult3,DialogOptionSelected,$option == sotfHauntedPenult_3,,"You scramble, and run, and claw for every step towards the shore of the lake. Rarely do you feel like you've gotten closer.

And never do you feel you'll make it before it catches you. Each step bleeds you a little drier, until you can run no longer.

And you accept its judgement.",sotfHauntedPenult_4:Continue,
sotfHauntedPenult4,DialogOptionSelected,$option == sotfHauntedPenult_4,"AddTextSmall ""    - Progress made\n    - Its scorn grows\n    - Gather your strength"" textGrayColor
AddTextSmall ""    - You'll need 20 story points when the time comes"" storyOptionColor
SotfGuiltCMD milestoneGuilt","Your eyes open to the lights of your quarters, crying out in pain. Pain that fades as you take grip of the waking.

The tightness in your chest coils upon itself. You feel sick, like your heart's freezing over.

You're getting closer now, and things will only get worse.",defaultLeave:Return to your duties,
sotfHauntedDream3End,sotfHauntedDream3End,,"$option = sotfHauntedPenult_4
FireBest DialogOptionSelected",,,
,,,,,,
# THE LAST STRETCH,,,,,,
sotfHauntedUltBegin,sotfHauntedUltimate,,,"This night, your dreams are calm.

Unnervingly so.",sotfHauntedUlt_2:Continue,
sotfHauntedUlt2,DialogOptionSelected,$option == sotfHauntedUlt_2,,"You stand there on ashen grass, looking up at your salvation far above you, reflected in the waters below, bathed in its radiance.

Salvation. Freedom. An escape. You never thought you'd see it...

... the fog, the fog! You have to keep running, never slow down, not now...",sotfHauntedUlt_3:Continue,
sotfHauntedUlt3,DialogOptionSelected,$option == sotfHauntedUlt_3,,"Sprinting down the bramble-wreathed path, bleeding at its lashes, you see something by the water.

A cloaked figure stands tall, looking up at the lone star in the midnight sky.

The dog-man turns and looks at you as you approach, a single bright eye shining upon his face.

He does not speak, only stretch out a hand.",sotfHauntedUlt_4:Continue,
sotfHauntedUlt4,DialogOptionSelected,$option == sotfHauntedUlt_4,,"You take it. A cold grasp, but sympathetic. Understanding, pitying, offering.

Then, something pulls your legs out from under you, and drags you into the fog.",sotfHauntedUlt_5:Wake up,
sotfHauntedUlt5,DialogOptionSelected,$option == sotfHauntedUlt_5,"AddTextSmall ""    - The end draws near"" textGrayColor
BeginMission sotf_haunted","You awaken breathless, still grasping for a hand that is no longer there, for that chance that was offered to you.

The way is open. You just need to follow it to its end, come what may. Something lingers with you - the first step.

You have to remember.

You have to return.",defaultLeave:Return to your duties,
sotfHauntedDream4End,sotfHauntedDream4End,,"$option = sotfHauntedUlt_5
FireBest DialogOptionSelected",,,
,,,,,,
# FINALE QUEST,,,,,,
sotfHFinaleSatbombOpen,OpenInteractionDialog,"Call $global.sotf_haunted_ref updateData
$sotf_haunted_stage == SCENE_OF_THE_CRIME
$id == $sotf_haunted_satbombPlanet","ShowDefaultVisual
SetStoryOption sotfHFinale_satbomb2 5 sotf_haunted_satbombgate leadership ""Remembered your crimes""","You're here again. Weapon impacts still scar the surface of a burned worlds, broken habitats of its settlements stretching up like exposed ribs or ancient bones worn by sand.","sotfHFinale_satbomb2:Remember
defaultLeave:Leave for now",
sotfHFinaleSatbomb2,DialogOptionSelected,$option == sotfHFinale_satbomb2,ShowPic bombard_saturation_result,"The memories of this place are fragmented, lost to fervor and then consuming shame. You don't remember the names, just the actions.

It seems so pointless now. Credits gone unpaid. A threat they thought you never truly meant. Numbers, targets. Loyalties were tested. Not enough of them were lacking.

Fire. Fire, and begging, and silence.",sotfHFinale_satbomb3:Continue,
sotfHFinaleSatbomb3,DialogOptionSelected,$option == sotfHFinale_satbomb3,,"In a sick sort of way, it's almost funny that the last straw wasn't the slaughter. No, when your second had you escorted onto a shuttle at gunpoint, you were ""bad for business"".

You'd attract the wrong kind of attention. How right he was.

""$PlayerSirOrMadam,"" Sensors says with a cough. ""We've got a signal from orbit. Some sort of encoded transmission on loop from a nav-satellite.""",sotfHFinale_satbomb4:Continue,
sotfHFinaleSatbomb4,DialogOptionSelected,$option == sotfHFinale_satbomb4,"AddTextSmall ""PAY YOUR PENANCE\nREMEMBER THE DEAD\nAT THE SHRINE TO A MURDERED WORLD"" sotfDaydreamTextColor
AddText ""You understand.""
$global.sotf_haunted_gotokilla = true
Call $global.sotf_haunted_ref updateStage","You remember the key, though you're not quite sure why.","defaultLeave:Leave, your path clear",
,,,,,,
